defaultBranch,id,isFork,name,parentRepository,project,remoteUrl,size,sshUrl,url,validRemoteUrls,webUrl
refs/heads/master,"6ca12113-f8fa-41c7-93ad-000caaa8513c",,"goep-integration-i217-returnspb-local",,,,,,,,
